order_id,customer_id,order_timestamp,promised_delivery_date,actual_delivery_date,product_name,category,quantity,gross_sales_usd,discount_rate,net_sales_usd,cost_usd,sales_channel,shipping_mode,warehouse,sales_region,returned_flag,satisfaction_score,customer_segment
O506882,C31758,2025-03-16 08:00:00,2025-03-22,2025-03-21,Notebook Pack,Supplies,3.0,54.95,0.25,41.21,27.32,B2B Sales,Standard,VAN-WH1,west,False,3.0,Enterprise
O506883,C30360,2025-10-06 06:00:00,2025-10-08,2025-10-07,Mouse,Electronics,1.0,35.74,0.05,33.95,20.72,B2B Sales,Standard,,west,False,2.0,SMB
O506884,C30221,2025-10-22 21:00:00,2025-10-28,2025-11-09,"Monitor 27""",Electronics,1.0,248.81,0.2,199.05,117.28,B2B Sales,standard,,EU,False,3.0,
O506885,C31396,2025-05-30 11:00:00,2025-06-06,2025-06-07,Notebook Pack,Supplies,1.0,20.15,0.2,16.12,12.57,Marketplace,Express ,DAL-WH2,west,False,4.0,Enterprise
O506886,C30795,2025-12-08 11:00:00,2025-12-10,12/12/2025,Mouse,Electronics,3.0,129.85,0.0,129.85,91.3,Retail,Standard,,West,False,3.0,SMB
O506887,C30778,2025-11-03 18:00:00,2025-11-10,2025-11-11,USB-C Hub,Accessories,1.0,52.2,0.25,39.15,26.65,Online,Express ,DAL-WH2,West,False,3.0,smb
O506888,C31550,13/05/2025 21:00,2025-05-16,2025-05-20,USB-C Hub,Accessories,1.0,50.88,0.05,48.34,38.66,Online,standard,VAN-WH1,Central,True,3.0,Enterprise
O506889,C30352,2025-06-09 00:00:00,2025-06-13,2025-06-14,USB-C Hub,Accessories,6.0,278.47,0.15,236.7,167.62,Marketplace,standard,TOR-WH1,West,False,2.0,Enterprise
O506890,C30560,2025-07-04 12:00:00,2025-07-06,2025-07-08,Mouse,Electronics,1.0,47.13,0.1,42.42,27.4,Marketplace,standard,TOR-WH1,EU,False,5.0,smb
O506891,C30196,2025-07-21 17:00:00,2025-07-26,2025-07-29,USB-C Hub,Accessories,1.0,51.31,0.2,41.05,22.73,Marketplace,standard,BER-WH3,Central,True,,SMB
O506892,C30176,2025-11-04 17:00:00,2025-11-07,2025-11-10,Printer Ink,Supplies,2.0,96.62,0.1,86.96,68.61,online,Express,DAL-WH2,west,False,4.0,smb
O506893,C30774,2025-11-29 17:00:00,2025-12-04,2025-12-08,Desk Lamp,Furniture,2.0,105.41,0.05,100.14,76.23,Marketplace,Express,BER-WH3,west,False,3.0,smb
O506894,C30407,2025-01-27 22:00:00,2025-01-29,2025-01-30,Notebook Pack,Supplies,2.0,34.83,0.2,27.86,19.02,Online,Same Day,,EU,False,5.0,SMB
O506895,C30556,2025-07-14 17:00:00,2025-07-17,2025-07-16,Notebook Pack,Supplies,1.0,18.87,0.05,17.93,10.02,online,Same Day,TOR-WH1,East,False,2.0,Consumer
O506896,C30910,13/08/2025 11:00,2025-08-17,2025-08-17,Webcam,Electronics,1.0,85.93,0.0,85.93,56.7,Marketplace,Standard,TOR-WH1,East,False,5.0,Enterprise
O506897,C31618,2025-12-21 18:00:00,2025-12-24,12/23/2025,Desk Lamp,Furniture,1.0,49.78,0.25,37.34,27.66,online,Standard,BER-WH3,EU,False,4.0,Enterprise
O506898,C31329,2025-08-08 17:00:00,2025-08-10,2025-08-09,Notebook Pack,Supplies,1.0,17.95,0.05,17.05,12.65,online,Standard,BER-WH3,west,False,3.0,smb
O506899,C31647,2025-09-22 15:00:00,2025-09-29,2025-10-01,Printer Ink,Supplies,3.0,158.11,0.05,150.2,86.48,Retail,standard,,west,False,4.0,smb
O506900,C30202,2025-01-04 18:00:00,2025-01-11,2025-01-12,"Monitor 27""",Electronics,4.0,1083.11,0.15,920.64,662.15,online,Same Day,DAL-WH2,Central,False,3.0,
O506901,C30833,2025-03-08 13:00:00,2025-03-10,2025-03-09,Mouse,Electronics,2.0,84.77,0.0,84.77,66.85,Marketplace,Same Day,,Central,False,3.0,Enterprise
O506902,C30773,2025-11-15 11:00:00,2025-11-18,2025-11-18,Printer Ink,Supplies,1.0,43.37,0.05,41.2,28.91,Online,standard,TOR-WH1,West,False,4.0,
O506903,C30889,2025-08-19 10:00:00,2025-08-24,2025-08-26,USB-C Hub,Accessories,1.0,43.32,0.2,34.66,22.84,B2B Sales,Express ,DAL-WH2,Central,True,4.0,
O506904,C31022,21/02/2025 02:00,2025-02-27,2025-03-03,Desk Lamp,Furniture,3.0,165.98,0.0,165.98,124.67,Retail,Same Day,DAL-WH2,West,True,2.0,Enterprise
O506905,C31440,2025-04-09 18:00:00,2025-04-16,2025-04-15,"Monitor 27""",Electronics,1.0,312.67,0.05,297.04,194.11,Marketplace,Standard,VAN-WH1,west,False,3.0,Enterprise
O506906,C31746,2025-08-12 04:00:00,2025-08-15,2025-08-18,Office Chair,Furniture,1.0,228.99,0.1,206.09,141.67,B2B Sales,Express,TOR-WH1,East,False,4.0,
O506907,C30116,2025-12-28 00:00:00,2025-12-31,2026-01-02,Mouse,Electronics,2.0,97.67,0.05,92.79,68.96,online,Express ,DAL-WH2,Central,False,3.0,
O506908,C30695,2025-01-17 06:00:00,2025-01-23,01/24/2025,Keyboard,Electronics,1.0,87.63,0.15,74.49,49.19,online,Standard,VAN-WH1,Central,False,3.0,SMB
O506909,C30116,2025-04-01 02:00:00,2025-04-06,2025-04-07,Desk Lamp,Furniture,2.0,100.59,0.2,80.47,59.07,Marketplace,standard,TOR-WH1,Central,False,3.0,SMB
O506910,C30602,2025-11-14 20:00:00,2025-11-16,2025-11-16,USB-C Hub,Accessories,1.0,53.81,0.25,40.36,29.86,Online,standard,VAN-WH1,West,False,2.0,Enterprise
O506911,C30359,2025-12-08 00:00:00,2025-12-11,2025-12-11,Keyboard,Electronics,1.0,80.6,0.05,76.57,46.65,Marketplace,standard,TOR-WH1,East,False,3.0,SMB
O506912,C31288,26/05/2025 17:00,2025-06-01,2025-06-03,"Monitor 27""",Electronics,1.0,259.05,0.15,220.19,157.09,Retail,Express ,VAN-WH1,EU,False,4.0,Enterprise
O506913,C31613,2025-03-31 00:00:00,2025-04-03,2025-04-07,Desk Lamp,Furniture,1.0,53.78,0.25,40.34,25.12,Online,Express ,DAL-WH2,west,False,3.0,
O506914,C31780,2025-05-04 11:00:00,2025-05-11,2025-05-10,Desk Lamp,Furniture,1.0,52.25,0.05,49.64,35.28,Online,Express ,VAN-WH1,West,False,4.0,
O506915,C31528,2025-05-24 21:00:00,2025-05-29,2025-06-01,Webcam,Electronics,1.0,123.15,0.05,116.99,75.14,Retail,Standard,BER-WH3,EU,False,2.0,
O506916,C31256,2025-09-29 01:00:00,2025-10-04,2025-10-07,Printer Ink,Supplies,3.0,159.45,0.2,127.56,81.47,online,Express,,Central,False,2.0,SMB
O506917,C31444,2025-06-07 05:00:00,2025-06-12,2025-06-14,Laptop Stand,Accessories,3.0,110.79,0.0,110.79,74.01,B2B Sales,Same Day,,East,False,5.0,Enterprise
O506918,C30104,2025-09-02 11:00:00,2025-09-07,2025-09-07,USB-C Hub,Accessories,1.0,49.11,0.0,49.11,33.51,online,Express,,EU,True,3.0,Enterprise
O506919,C30365,2025-11-05 05:00:00,2025-11-08,11/10/2025,Laptop Stand,Accessories,4.0,144.02,0.15,122.42,77.12,Online,Express ,,Central,False,3.0,smb
O506920,C30235,20/03/2025 06:00,2025-03-23,2025-03-25,"Monitor 27""",Electronics,1.0,251.18,0.0,251.18,194.03,B2B Sales,standard,DAL-WH2,East,False,4.0,Enterprise
O506921,C31516,2025-03-29 15:00:00,2025-04-03,2025-04-04,Desk Lamp,Furniture,6.0,347.46,0.0,347.46,267.05,Online,Express ,TOR-WH1,EU,False,3.0,Enterprise
O506922,C31707,2025-12-04 01:00:00,2025-12-11,2025-12-10,Keyboard,Electronics,4.0,282.53,0.1,254.28,193.69,online,Standard,VAN-WH1,EU,False,4.0,SMB
O506923,C31252,2025-06-24 16:00:00,2025-06-30,2025-07-01,Mouse,Electronics,5.0,213.19,0.2,170.55,134.51,Marketplace,Same Day,,Central,False,2.0,SMB
O506924,C31067,2025-11-16 17:00:00,2025-11-19,2025-11-21,Webcam,Electronics,3.0,319.4,0.05,303.43,203.11,online,Express,,West,False,3.0,smb
O506925,C30395,2025-02-26 19:00:00,2025-03-01,2025-03-01,Desk Lamp,Furniture,3.0,198.16,0.15,168.44,131.16,Retail,Same Day,VAN-WH1,Central,False,2.0,
O506926,C30955,2025-03-01 02:00:00,2025-03-03,2025-03-05,Office Chair,Furniture,1.0,252.25,0.05,239.64,165.34,Marketplace,Standard,BER-WH3,East,False,2.0,SMB
O506927,C30835,2025-10-05 09:00:00,2025-10-11,2025-10-13,Webcam,Electronics,1.0,89.79,0.05,85.3,67.27,Online,standard,,East,False,5.0,smb
O506928,C30123,23/12/2025 16:00,2025-12-26,2025-12-28,USB-C Hub,Accessories,4.0,182.27,0.25,136.7,77.62,online,Express ,TOR-WH1,West,False,4.0,Enterprise
O506929,C31080,2025-01-20 10:00:00,2025-01-26,2025-01-27,Laptop Stand,Accessories,2.0,67.83,0.15,57.66,44.28,B2B Sales,Express,DAL-WH2,Central,False,3.0,smb
O506930,C31669,2025-07-09 17:00:00,2025-07-13,07/17/2025,Office Chair,Furniture,5.0,1102.69,0.15,937.29,714.52,Online,Express ,BER-WH3,East,False,3.0,Enterprise
O506931,C30315,2025-10-28 12:00:00,2025-11-02,2025-11-04,Printer Ink,Supplies,3.0,136.23,0.0,136.23,106.25,Marketplace,Express ,VAN-WH1,West,False,3.0,smb
O506932,C31102,2025-04-30 04:00:00,2025-05-04,2025-05-05,Keyboard,Electronics,3.0,208.43,0.0,208.43,164.83,Retail,Standard,TOR-WH1,East,False,4.0,smb
O506933,C30238,2025-08-05 13:00:00,2025-08-07,2025-08-07,Printer Ink,Supplies,1.0,41.77,0.0,41.77,28.22,Retail,Express,BER-WH3,EU,False,3.0,smb
O506934,C31522,2025-08-12 20:00:00,2025-08-19,2025-08-20,Mouse,Electronics,1.0,35.35,0.25,26.51,16.26,online,Express ,DAL-WH2,Central,False,5.0,SMB
O506935,C30032,2025-11-02 00:00:00,2025-11-04,2025-11-03,Keyboard,Electronics,1.0,74.13,0.15,63.01,38.36,Marketplace,Express,,East,True,2.0,Consumer
O506936,C30797,27/06/2025 09:00,2025-06-29,2025-07-03,Laptop Stand,Accessories,1.0,40.29,0.2,32.23,20.07,Marketplace,Express,DAL-WH2,Central,False,3.0,Consumer
O506937,C30276,2025-10-03 08:00:00,2025-10-07,2025-10-09,Office Chair,Furniture,1.0,216.22,0.05,205.41,119.04,Online,Standard,DAL-WH2,Central,False,3.0,smb
O506938,C30930,2025-03-02 16:00:00,2025-03-06,2025-03-07,Office Chair,Furniture,1.0,285.95,0.1,257.36,178.32,Marketplace,Standard,DAL-WH2,East,False,4.0,
O506939,C30889,2025-03-08 07:00:00,2025-03-15,2025-03-17,USB-C Hub,Accessories,3.0,147.2,0.05,139.84,101.23,B2B Sales,standard,VAN-WH1,west,False,3.0,Enterprise
O506940,C30301,2025-03-22 22:00:00,2025-03-29,2025-04-12,"Monitor 27""",Electronics,2.0,658.43,0.0,658.43,508.16,B2B Sales,Same Day,VAN-WH1,west,False,5.0,
O506941,C30138,2025-03-21 11:00:00,2025-03-24,03/25/2025,Printer Ink,Supplies,1.0,40.75,0.15,34.64,20.08,B2B Sales,standard,DAL-WH2,West,False,3.0,
O506942,C30429,2025-07-26 05:00:00,2025-07-30,2025-08-02,Mouse,Electronics,1.0,39.31,0.25,29.48,19.37,Retail,standard,DAL-WH2,EU,False,2.0,Consumer
O506943,C31591,2025-06-11 12:00:00,2025-06-17,2025-06-20,Printer Ink,Supplies,3.0,149.17,0.2,119.34,83.81,B2B Sales,Standard,DAL-WH2,EU,False,3.0,Enterprise
O506944,C31086,09/10/2025 17:00,2025-10-11,2025-10-12,Keyboard,Electronics,2.0,156.25,0.25,117.19,69.59,online,standard,VAN-WH1,Central,False,5.0,SMB
O506945,C31216,2025-01-02 22:00:00,2025-01-05,2025-01-09,USB-C Hub,Accessories,1.0,54.06,0.1,48.65,27.59,Online,Express ,TOR-WH1,Central,False,4.0,smb
O506946,C31501,2025-04-21 16:00:00,2025-04-27,2025-04-26,Desk Lamp,Furniture,1.0,52.33,0.25,39.25,28.9,Marketplace,standard,TOR-WH1,East,False,4.0,smb
O506947,C31301,2025-08-24 13:00:00,2025-08-31,2025-09-04,Mouse,Electronics,1.0,44.48,0.0,44.48,31.57,Retail,Express,DAL-WH2,West,False,4.0,smb
O506948,C31550,2025-04-03 09:00:00,2025-04-08,2025-04-08,Notebook Pack,Supplies,1.0,18.82,0.0,18.82,13.34,B2B Sales,Express,DAL-WH2,East,False,4.0,SMB
O506949,C30742,2025-06-05 06:00:00,2025-06-10,2025-06-11,Mouse,Electronics,1.0,42.08,0.0,42.08,28.33,Online,Express,VAN-WH1,west,False,,Enterprise
O506950,C30053,2025-05-10 22:00:00,2025-05-17,2025-05-16,Office Chair,Furniture,3.0,796.85,0.15,677.32,453.23,B2B Sales,Same Day,VAN-WH1,west,False,2.0,SMB
O506951,C30935,2025-05-09 01:00:00,2025-05-14,2025-05-14,USB-C Hub,Accessories,2.0,81.66,0.1,73.49,45.87,online,Standard,BER-WH3,West,False,4.0,smb
O506952,C30588,29/08/2025 21:00,2025-09-04,09/05/2025,Laptop Stand,Accessories,1.0,40.02,0.05,38.02,29.99,Retail,Same Day,VAN-WH1,west,False,4.0,
O506953,C30783,2025-05-16 04:00:00,2025-05-21,2025-05-24,Mouse,Electronics,4.0,178.92,0.2,143.14,82.88,Marketplace,Standard,,West,False,4.0,Enterprise
O506954,C31473,2025-08-18 01:00:00,2025-08-22,2025-08-23,USB-C Hub,Accessories,4.0,224.78,0.25,168.59,129.16,Online,Same Day,,EU,False,4.0,SMB
O506955,C30297,2025-03-17 11:00:00,2025-03-24,2025-03-28,Webcam,Electronics,3.0,293.28,0.25,219.96,147.68,Retail,Express,TOR-WH1,Central,False,,SMB
O506956,C31199,2025-09-11 05:00:00,2025-09-17,2025-09-24,Notebook Pack,Supplies,2.0,33.68,0.05,32.0,17.7,Online,standard,,Central,False,4.0,smb
O506957,C31362,2025-02-25 02:00:00,2025-02-27,2025-02-27,Desk Lamp,Furniture,2.0,99.42,0.1,89.48,67.75,B2B Sales,standard,BER-WH3,East,False,1.0,Enterprise
O506958,C30122,2025-10-18 21:00:00,2025-10-23,2025-10-26,Printer Ink,Supplies,1.0,41.7,0.2,33.36,25.58,Retail,standard,,West,False,,SMB
O506959,C31218,2025-05-16 14:00:00,2025-05-22,2025-05-21,Desk Lamp,Furniture,4.0,218.87,0.05,207.93,153.17,Online,Express ,TOR-WH1,West,False,2.0,SMB
O506960,C30343,02/11/2025 10:00,2025-11-06,2025-11-06,Mouse,Electronics,1.0,42.58,0.2,34.06,19.27,Marketplace,Standard,,Central,False,4.0,SMB
O506961,C31453,2025-05-20 21:00:00,2025-05-22,2025-05-21,Keyboard,Electronics,1.0,90.75,0.25,68.06,38.92,online,Express ,BER-WH3,Central,False,4.0,Consumer
O506962,C30367,2025-10-02 19:00:00,2025-10-04,2025-10-05,USB-C Hub,Accessories,6.0,306.49,0.0,306.49,172.96,online,Same Day,DAL-WH2,Central,False,2.0,Consumer
O506963,C30812,2025-05-27 01:00:00,2025-06-01,05/31/2025,Printer Ink,Supplies,1.0,39.25,0.05,37.29,21.92,Retail,Express ,VAN-WH1,EU,False,3.0,SMB
O506964,C31259,2025-10-28 08:00:00,2025-11-01,2025-10-31,Office Chair,Furniture,2.0,463.02,0.15,393.57,247.83,B2B Sales,Standard,VAN-WH1,west,False,3.0,smb
O506965,C31312,2025-06-12 03:00:00,2025-06-18,2025-06-20,Mouse,Electronics,1.0,44.24,0.2,35.39,27.23,B2B Sales,Same Day,DAL-WH2,Central,False,2.0,SMB
O506966,C30763,2025-04-18 20:00:00,2025-04-22,2025-04-24,"Monitor 27""",Electronics,4.0,995.34,0.05,945.57,670.45,online,standard,VAN-WH1,East,False,4.0,smb
O506967,C30021,2025-08-18 21:00:00,2025-08-23,2025-08-25,Keyboard,Electronics,3.0,229.68,0.25,172.26,113.51,Retail,standard,BER-WH3,EU,False,3.0,SMB
O506968,C31579,28/02/2025 08:00,2025-03-04,2025-03-06,Notebook Pack,Supplies,5.0,81.82,0.25,61.36,35.93,Online,standard,BER-WH3,East,False,3.0,Enterprise
O506969,C30273,2025-04-30 22:00:00,2025-05-03,2025-05-03,Mouse,Electronics,4.0,159.29,0.0,159.29,96.51,online,standard,TOR-WH1,East,False,5.0,Enterprise
O506970,C30243,2025-12-15 15:00:00,2025-12-19,2025-12-20,Laptop Stand,Accessories,3.0,122.82,0.2,98.26,70.18,Marketplace,Same Day,,west,True,3.0,Enterprise
O506971,C30979,2025-09-19 03:00:00,2025-09-25,2025-09-29,Mouse,Electronics,2.0,77.59,0.1,69.83,54.42,Online,Same Day,TOR-WH1,West,False,3.0,SMB
O506972,C31793,2025-08-09 16:00:00,2025-08-12,2025-08-14,Desk Lamp,Furniture,1.0,64.63,0.15,54.94,37.64,online,Express,VAN-WH1,West,False,4.0,Consumer
O506973,C31569,2025-07-26 07:00:00,2025-08-01,2025-08-05,Keyboard,Electronics,2.0,193.05,0.2,154.44,94.31,Retail,Express ,,Central,False,3.0,smb
O506974,C31332,2025-02-15 13:00:00,2025-02-18,02/17/2025,Office Chair,Furniture,1.0,225.01,0.1,202.51,152.7,Retail,standard,VAN-WH1,Central,False,3.0,Consumer
O506975,C30259,2025-03-31 19:00:00,2025-04-06,2025-04-08,Webcam,Electronics,1.0,117.21,0.0,117.21,89.24,Marketplace,standard,,West,False,3.0,Consumer
O506976,C31182,26/08/2025 07:00,2025-08-30,2025-09-02,Printer Ink,Supplies,3.0,153.95,0.25,115.46,66.4,Retail,Standard,TOR-WH1,West,False,5.0,SMB
O506977,C30976,2025-05-13 06:00:00,2025-05-16,2025-05-15,Mouse,Electronics,1.0,36.54,0.25,27.41,19.37,Marketplace,Same Day,BER-WH3,Central,False,3.0,Consumer
O506978,C31033,2025-01-04 03:00:00,2025-01-08,2025-01-10,Mouse,Electronics,3.0,148.0,0.25,111.0,77.77,B2B Sales,Express,BER-WH3,west,False,4.0,Consumer
O506979,C30420,2025-10-15 21:00:00,2025-10-22,2025-10-23,Desk Lamp,Furniture,5.0,255.51,0.25,191.63,109.1,B2B Sales,Express ,DAL-WH2,East,False,4.0,Consumer
O506980,C30082,2025-11-23 11:00:00,2025-11-30,2025-12-01,Office Chair,Furniture,3.0,847.5,0.15,720.38,408.82,Online,Same Day,,West,False,5.0,Enterprise
O506981,C30044,2025-10-23 04:00:00,2025-10-25,2025-10-26,Notebook Pack,Supplies,3.0,67.27,0.05,63.91,43.22,online,Same Day,BER-WH3,East,False,,Enterprise
O506982,C30485,2025-04-26 22:00:00,2025-04-28,2025-04-28,Keyboard,Electronics,1.0,79.36,0.15,67.46,45.26,online,Same Day,BER-WH3,East,False,4.0,smb
O506983,C31450,2025-01-10 11:00:00,2025-01-12,2025-01-12,Office Chair,Furniture,4.0,923.51,0.05,877.33,527.76,B2B Sales,standard,,Central,False,4.0,SMB
O506984,C31594,25/12/2025 01:00,2026-01-01,2026-01-05,Mouse,Electronics,5.0,203.49,0.1,183.14,133.39,Retail,Express ,TOR-WH1,EU,False,2.0,
O506985,C30419,2025-10-29 10:00:00,2025-11-04,11/05/2025,"Monitor 27""",Electronics,3.0,766.67,0.25,575.0,374.43,online,Same Day,VAN-WH1,west,False,3.0,
O506986,C30905,2025-06-15 09:00:00,2025-06-20,2025-06-23,Laptop Stand,Accessories,3.0,120.89,0.1,108.8,75.56,Retail,standard,TOR-WH1,Central,False,4.0,
O506987,C31414,2025-09-18 10:00:00,2025-09-24,2025-09-27,USB-C Hub,Accessories,1.0,44.0,0.05,41.8,33.2,Online,Express,BER-WH3,EU,False,2.0,Enterprise
O506988,C30889,2025-09-28 09:00:00,2025-10-05,2025-10-06,Office Chair,Furniture,1.0,276.11,0.2,220.89,130.34,Online,Standard,VAN-WH1,Central,False,3.0,SMB
O506989,C30812,2025-01-22 20:00:00,2025-01-25,2025-01-26,Printer Ink,Supplies,2.0,80.35,0.2,64.28,47.12,Online,Express ,BER-WH3,EU,False,4.0,SMB
O506990,C31184,2025-02-12 17:00:00,2025-02-14,2025-02-15,Notebook Pack,Supplies,1.0,22.96,0.05,21.81,12.59,online,Express ,TOR-WH1,west,False,,smb
O506991,C30355,2025-06-05 02:00:00,2025-06-08,2025-06-09,"Monitor 27""",Electronics,3.0,1003.62,0.05,953.44,533.66,Retail,standard,DAL-WH2,west,False,4.0,smb
O506992,C30348,22/06/2025 03:00,2025-06-26,2025-06-26,"Monitor 27""",Electronics,1.0,255.92,0.15,217.53,164.52,B2B Sales,Standard,TOR-WH1,West,False,1.0,
O506993,C30349,2025-04-10 05:00:00,2025-04-12,2025-04-11,Office Chair,Furniture,1.0,264.26,0.1,237.83,188.16,Retail,Express,,Central,False,3.0,
O506994,C31704,2025-12-09 09:00:00,2025-12-11,2025-12-22,Notebook Pack,Supplies,4.0,70.39,0.05,66.87,42.64,online,standard,DAL-WH2,west,False,4.0,smb
O506995,C30645,2025-06-14 19:00:00,2025-06-16,2025-06-18,USB-C Hub,Accessories,1.0,56.7,0.1,51.03,36.08,online,Standard,,EU,False,4.0,Enterprise
O506996,C30056,2025-12-09 08:00:00,2025-12-14,12/18/2025,Notebook Pack,Supplies,1.0,22.78,0.0,22.78,12.8,B2B Sales,Express,VAN-WH1,west,False,4.0,Consumer
O506997,C30078,2025-04-17 03:00:00,2025-04-24,2025-04-26,Laptop Stand,Accessories,3.0,123.1,0.25,92.32,63.62,Online,Express ,TOR-WH1,Central,False,3.0,Consumer
O506998,C30380,2025-02-22 05:00:00,2025-02-25,2025-02-28,Keyboard,Electronics,1.0,97.37,0.2,77.9,43.5,B2B Sales,Express ,BER-WH3,Central,False,3.0,Consumer
O506999,C31049,2025-08-16 12:00:00,2025-08-23,2025-08-25,Notebook Pack,Supplies,4.0,79.4,0.0,79.4,46.39,B2B Sales,Standard,BER-WH3,Central,True,1.0,SMB
O507000,C31471,30/11/2025 12:00,2025-12-02,2025-12-05,Keyboard,Electronics,4.0,377.93,0.1,340.14,244.76,Marketplace,Standard,DAL-WH2,East,False,2.0,Enterprise
O507001,C31289,2025-07-29 20:00:00,2025-08-01,2025-08-03,Laptop Stand,Accessories,3.0,119.06,0.05,113.11,68.78,Online,standard,BER-WH3,East,False,4.0,Enterprise
O507002,C30530,2025-09-16 17:00:00,2025-09-22,2025-09-26,Keyboard,Electronics,3.0,211.13,0.1,190.02,138.99,online,standard,BER-WH3,EU,False,2.0,Enterprise
O507003,C31149,2025-11-28 05:00:00,2025-12-01,2025-12-02,USB-C Hub,Accessories,1.0,49.32,0.2,39.46,31.09,B2B Sales,Same Day,,EU,False,2.0,Enterprise
O507004,C30212,2025-02-10 02:00:00,2025-02-14,2025-02-18,Webcam,Electronics,5.0,541.03,0.1,486.93,273.64,Online,Express ,VAN-WH1,west,False,4.0,
O507005,C30513,2025-05-15 01:00:00,2025-05-21,2025-05-25,Office Chair,Furniture,3.0,687.36,0.15,584.26,436.95,Marketplace,standard,VAN-WH1,west,False,3.0,
O507006,C31628,2025-07-06 16:00:00,2025-07-09,2025-07-09,USB-C Hub,Accessories,1.0,51.52,0.1,46.37,33.91,online,standard,VAN-WH1,East,False,4.0,smb
O507007,C31081,2025-07-18 14:00:00,2025-07-24,07/28/2025,USB-C Hub,Accessories,2.0,83.14,0.0,83.14,60.15,online,Same Day,VAN-WH1,Central,False,3.0,Enterprise
O507008,C30346,17/06/2025 21:00,2025-06-19,2025-06-18,Notebook Pack,Supplies,5.0,82.86,0.05,78.72,44.38,online,Standard,,Central,False,5.0,smb
O507009,C30615,2025-07-20 16:00:00,2025-07-24,2025-07-27,Notebook Pack,Supplies,2.0,45.97,0.05,43.67,28.63,Marketplace,Express ,DAL-WH2,West,False,4.0,Consumer
O507010,C30209,2025-06-05 18:00:00,2025-06-08,2025-06-08,Laptop Stand,Accessories,2.0,90.28,0.25,67.71,39.89,Retail,Standard,,Central,False,3.0,Enterprise
O507011,C30679,2025-06-11 08:00:00,2025-06-16,2025-06-17,Laptop Stand,Accessories,2.0,71.8,0.1,64.62,41.86,Retail,Express,,EU,False,3.0,Consumer
O507012,C30785,2025-12-13 20:00:00,2025-12-20,2025-12-20,Office Chair,Furniture,1.0,266.2,0.15,226.27,157.1,B2B Sales,Express,,EU,False,4.0,smb
O507013,C31395,2025-03-02 05:00:00,2025-03-09,2025-03-10,Webcam,Electronics,1.0,88.05,0.05,83.65,47.73,Marketplace,Express ,TOR-WH1,East,False,3.0,Enterprise
O507014,C31138,2025-05-20 01:00:00,2025-05-22,2025-05-22,Webcam,Electronics,1.0,105.79,0.1,95.21,67.06,Online,standard,BER-WH3,EU,False,4.0,Enterprise
O507015,C31014,2025-05-09 02:00:00,2025-05-12,2025-05-11,Printer Ink,Supplies,2.0,104.8,0.0,104.8,78.02,Online,Express,DAL-WH2,west,False,3.0,Consumer
O507016,C30469,07/05/2025 18:00,2025-05-13,2025-05-12,Office Chair,Furniture,2.0,428.23,0.2,342.58,239.64,B2B Sales,Standard,,west,False,2.0,SMB
O507017,C30005,2025-07-05 01:00:00,2025-07-11,2025-07-13,Notebook Pack,Supplies,3.0,54.53,0.15,46.35,36.71,online,Express,DAL-WH2,West,False,4.0,
O507018,C30596,2025-09-22 13:00:00,2025-09-28,10/01/2025,Printer Ink,Supplies,3.0,155.48,0.0,155.48,120.65,online,standard,BER-WH3,Central,False,4.0,
O507019,C31702,2025-03-08 01:00:00,2025-03-14,2025-03-17,Mouse,Electronics,3.0,133.08,0.1,119.77,67.51,B2B Sales,Express,TOR-WH1,west,False,4.0,SMB
O507020,C31042,2025-12-17 07:00:00,2025-12-23,2025-12-26,USB-C Hub,Accessories,1.0,48.6,0.0,48.6,30.87,B2B Sales,Standard,DAL-WH2,EU,False,2.0,SMB
O507021,C30957,2025-10-24 13:00:00,2025-10-30,2025-11-01,Desk Lamp,Furniture,5.0,295.39,0.1,265.85,175.24,Online,Standard,BER-WH3,west,False,3.0,Enterprise
O507022,C30226,2025-11-23 19:00:00,2025-11-25,2025-11-29,Desk Lamp,Furniture,4.0,265.14,0.2,212.11,149.3,online,Standard,BER-WH3,Central,False,4.0,smb
O507023,C31116,2025-02-23 05:00:00,2025-02-27,2025-02-28,USB-C Hub,Accessories,1.0,53.82,0.05,51.13,36.45,B2B Sales,Express ,BER-WH3,Central,False,3.0,
O507024,C30542,25/11/2025 09:00,2025-11-27,2025-12-01,Printer Ink,Supplies,2.0,104.13,0.05,98.92,62.03,B2B Sales,Express,,West,False,3.0,smb
O507025,C30434,2025-10-19 09:00:00,2025-10-23,2025-10-22,Printer Ink,Supplies,2.0,83.57,0.1,75.21,59.68,B2B Sales,standard,BER-WH3,East,False,4.0,smb
O507026,C30654,2025-07-20 17:00:00,2025-07-24,2025-07-27,Notebook Pack,Supplies,1.0,17.01,0.0,17.01,9.76,Online,standard,DAL-WH2,EU,False,3.0,
O507027,C30717,2025-07-11 11:00:00,2025-07-15,2025-07-21,Printer Ink,Supplies,3.0,152.6,0.25,114.45,78.57,Marketplace,Express ,VAN-WH1,West,False,4.0,SMB
O507028,C30501,2025-10-23 13:00:00,2025-10-29,2025-10-29,"Monitor 27""",Electronics,2.0,508.05,0.05,482.65,299.61,Marketplace,standard,DAL-WH2,Central,False,4.0,SMB
O507029,C31563,2025-10-04 10:00:00,2025-10-06,10/08/2025,USB-C Hub,Accessories,1.0,44.91,0.05,42.66,28.86,Marketplace,Express,VAN-WH1,Central,False,3.0,
